code,name,city,district,tech,trainee,head,phone,stage,url
"2Y01020257","全瓷工坊牙體技術所","台北市","大安區","2","0","2","02-87710633","","https://app.notion.com/p/395dcdaafb2a81989b2acf6c8f558c64"
"2Y31060125","傑登牙體技術所","新北市","新莊區","1","1","2","89916877","","https://app.notion.com/p/335dcdaafb2a81deaad2f94bdb8e27bb"
"2Y01120010","吉美牙體技術所","台北市","南港區","1","1","2","26536269","","https://app.notion.com/p/335dcdaafb2a819584c9e7b40b40150d"
"2Y01170010","鼎立牙體技術所","台北市","信義區","1","1","2","27325107","","https://app.notion.com/p/335dcdaafb2a81919ac8cc89696119c4"
"2Y31010447","崧皓牙體技術所","新北市","板橋區","0","2","2","(02) 29576731","","https://app.notion.com/p/335dcdaafb2a816d9d75f5fddcce80db"
"2Y31060241","御信牙體技術所","新北市","新莊區","0","2","2","22060900","","https://app.notion.com/p/335dcdaafb2a81dea9cfd6aafcbf18ab"
"2Y32020303","曜澄牙體技術所","桃園市","中壢區","2","0","2","034682530","","https://app.notion.com/p/335dcdaafb2a81f9819ddf42252f375c"
"2Y31080047","鉅承牙體技術所","新北市","鶯歌區","0","1","1","02-26786820","","https://app.notion.com/p/335dcdaafb2a8122abcfdb1d5be08a9c"
"2Y31070050","高銘牙體技術所","新北市","樹林區","0","1","1","86885818","","https://app.notion.com/p/335dcdaafb2a8154aaccc88afeaa6c2e"
"2Y31080065","奇恩牙體技術所","新北市","鶯歌區","0","1","1","86780527","","https://app.notion.com/p/335dcdaafb2a817bab97e3e32438e451"
"2Y31010474","仁皓仁耀牙體技術所","新北市","板橋區","1","0","1","(02) 2960-1185、0982-910915","","https://app.notion.com/p/335dcdaafb2a81d182b3e4d3d460c4aa"
"2Y31040196","永福牙體技術所","新北市","中和區","0","1","1","02-29438862","","https://app.notion.com/p/335dcdaafb2a81118014d178b90d9d88"
"2Y32100039","裕鑫牙體技術所","桃園市","平鎮區","0","1","1","03-4912068","","https://app.notion.com/p/335dcdaafb2a81d5bf1bdb62301b161c"
"2Y31140360","天美牙體技術所","新北市","蘆洲區","0","1","1","2848-3007","","https://app.notion.com/p/335dcdaafb2a81f7a78bd5e5d807a9f9"
"2Y31080074","樂活牙體技術所","新北市","鶯歌區","0","1","1","86606000","","https://app.notion.com/p/335dcdaafb2a81eeb505f101287a84e9"
"2Y31140235","昀家牙體技術所","新北市","蘆洲區","1","0","1","0933655919","","https://app.notion.com/p/335dcdaafb2a81eda1dde4300e7e1177"
"2Y31020363","宏富牙體技術所","新北市","三重區","0","1","1","(02)2986-0889","","https://app.notion.com/p/335dcdaafb2a81ce932ec16255928fba"
"2Y32070018","德寶牙體技術所","桃園市","龜山區","0","1","1","03-3295095","","https://app.notion.com/p/335dcdaafb2a81408cb6cb75799a00fc"
"2Y32100093","巨昌牙體技術所","桃園市","平鎮區","0","1","1","03-4581688","","https://app.notion.com/p/335dcdaafb2a8147ad88d48f528803e8"
"2Y31060492","有豐牙體技術所","新北市","新莊區","0","1","1","0","","https://app.notion.com/p/335dcdaafb2a81369ff0e1138e101d33"
"2Y31010107","玉采牙體技術所","新北市","板橋區","1","0","1","02-8251-0255","","https://app.notion.com/p/335dcdaafb2a8195939af7feefade5ba"
"2Y12040050","慈恩牙體技術所","新竹市","北區","0","1","1","03-5340266","","https://app.notion.com/p/335dcdaafb2a810899b5eeed56adde2c"
"2Y32010058","極品軒牙體技術所","桃園市","桃園區","0","1","1","03-3749727","","https://app.notion.com/p/335dcdaafb2a81019d93e210655ac835"
"2Y32020250","翔隆齒研牙體技術所","桃園市","中壢區","1","0","1","0911315841","","https://app.notion.com/p/335dcdaafb2a81c29312c968158c44ea"
"2Y31150099","浩宇牙體技術所","新北市","五股區","0","1","1","0930702599","","https://app.notion.com/p/335dcdaafb2a8111b878c68c2909b0c1"
"2Y01010108","華新牙體技術所","台北市","松山區","0","1","1","5557-2913","","https://app.notion.com/p/335dcdaafb2a818fabc2f55719c2ef09"
"2Y01100063","偉順牙體技術所","台北市","中山區","0","1","1","02-25815535","","https://app.notion.com/p/335dcdaafb2a811c90effad738f1fb0e"
"2Y31060330","蓁橙牙體技術所","新北市","新莊區","0","1","1","0989197804","","https://app.notion.com/p/335dcdaafb2a8190b260f5b5a82136a8"
"2Y01170127","富翔牙體技術所","台北市","信義區","0","1","1","27696794","","https://app.notion.com/p/335dcdaafb2a81c18301edde36bc6bf6"
"2Y32080023","子騏牙體技術所","桃園市","八德區","0","1","1","","","https://app.notion.com/p/335dcdaafb2a8106bf6dd141696b9818"
"2Y32100066","嘉榮牙體技術所","桃園市","平鎮區","1","0","1","03-4026820","","https://app.notion.com/p/335dcdaafb2a8149bbb8e69489a88a5a"
"2Y31100044","凡代牙體技術所","新北市","淡水區","1","0","1","0939688278","","https://app.notion.com/p/335dcdaafb2a8176b268ebab7a2b0402"
"2Y31030261","蕎惟數位牙體技術所","新北市","永和區","1","0","1","29262968","","https://app.notion.com/p/335dcdaafb2a81fe8e5dd97647429771"
"2Y32010254","大眾牙體技術所","桃園市","桃園區","0","1","1","03-3327533","","https://app.notion.com/p/335dcdaafb2a81cbb46fcba81863cc2e"
"2Y31060170","永新牙體技術所","新北市","新莊區","0","1","1","29941415","","https://app.notion.com/p/335dcdaafb2a8176b046fff00940a739"
"2Y32020134","金川牙體技術所","桃園市","中壢區","0","1","1","03-4639342","","https://app.notion.com/p/335dcdaafb2a810286d5f585cf44a738"
"2Y31010027","佑昇牙體技術所","新北市","板橋區","1","0","1","02-2271-0686","","https://app.notion.com/p/335dcdaafb2a8110bfc0f16f96c57f38"
"2Y31010492","大豐牙體技術所","新北市","板橋區","1","0","1","(02) 29548057","","https://app.notion.com/p/335dcdaafb2a81ff8018ce8f55b0d8d2"
"2Y32080130","宥熒牙體技術所","桃園市","八德區","0","1","1","03-3651827","","https://app.notion.com/p/335dcdaafb2a81f895ced12cc0fc4fed"
"2Y31060483","康紘牙體技術所","新北市","新莊區","0","1","1","0","","https://app.notion.com/p/335dcdaafb2a81c0b387e1860bb230c2"
"2Y01100107","總進牙體技術所","台北市","中山區","0","1","1","02-27112851","","https://app.notion.com/p/335dcdaafb2a816796dce01cf2d17f0a"
"2Y31010607","品欣牙體技術所","新北市","板橋區","1","0","1","02-29670095","","https://app.notion.com/p/335dcdaafb2a810085cce8d1c6cdb822"
"2Y31060152","慶宜牙體技術所","新北市","新莊區","0","1","1","22045185","","https://app.notion.com/p/335dcdaafb2a815ca125e838d087ab00"
"2Y31060198","苙騵牙體技術所","新北市","新莊區","0","1","1","22047045","","https://app.notion.com/p/335dcdaafb2a81b2b1c8fba3e7104879"
"2Y01170118","雅鈦牙體技術所","台北市","信義區","0","1","1","87805770","","https://app.notion.com/p/335dcdaafb2a81719e10f0139fa125d8"
"2Y31010643","蒔美精研牙體技術所","新北市","板橋區","1","0","1","02-29603059、0930504728","","https://app.notion.com/p/335dcdaafb2a81a98724f5d8c2ac995d"
"2Y32010218","京巧牙體技術所","桃園市","桃園區","0","1","1","03-3345321","","https://app.notion.com/p/335dcdaafb2a81bb9850f82d013c0933"
"2Y31010401","禾華牙體技術所","新北市","板橋區","0","1","1","2959-2272","","https://app.notion.com/p/335dcdaafb2a8101a18ad8779ed086e3"
"2Y31040267","雅坊牙體技術所","新北市","中和區","0","1","1","02-2222-2900","","https://app.notion.com/p/335dcdaafb2a8185a98ff794e0d1b24a"
"2Y31010625","真美牙體技術所","新北市","板橋區","1","0","1","0930-576808","","https://app.notion.com/p/335dcdaafb2a815b97fedf10cc9c104c"
"2Y01020195","牙谷牙體技術所","台北市","大安區","1","0","1","02-2736-8119","","https://app.notion.com/p/335dcdaafb2a813db4a4eb94ef4399f4"
"2Y32100146","建誠牙體技術所","桃園市","平鎮區","0","1","1","03-4577855","","https://app.notion.com/p/335dcdaafb2a81b58681c0028137b945"
"2Y01020266","昀美牙體技術所","台北市","大安區","1","0","1","02-26887890","","https://app.notion.com/p/395dcdaafb2a81ad858be39742b02a6d"
"2Y31140020","信美牙體技術所","新北市","蘆洲區","0","1","1","02-82816776","","https://app.notion.com/p/335dcdaafb2a817f847fc72f848ae9c2"
"2Y32020287","凱途數位牙體技術所","桃園市","中壢區","1","0","1","0958343610","","https://app.notion.com/p/335dcdaafb2a8186b50ded70351f64f0"
"2Y31030136","漢陞牙體技術所","新北市","永和區","0","1","1","02-29261935","","https://app.notion.com/p/335dcdaafb2a811f9387e6a3dece1a26"
"2Y01120047","華興牙體技術所","台北市","南港區","1","0","1","26537799","","https://app.notion.com/p/335dcdaafb2a81f5a147ed1f6879fde5"
"2Y01020088","上恩牙體技術所","台北市","大安區","0","1","1","23250377","","https://app.notion.com/p/335dcdaafb2a8120a817cf77a7ea8ef9"
"2Y31060429","風華牙體技術所","新北市","新莊區","1","0","1","02","","https://app.notion.com/p/335dcdaafb2a81ed878bf7a6c444bd1f"
"2Y31040178","秀朗牙體技術所","新北市","中和區","0","1","1","0229496259","","https://app.notion.com/p/335dcdaafb2a81ffab69d8e367896eb1"
"2Y31020014","紅石牙體技術所","新北市","三重區","0","1","1","(02)29714551","","https://app.notion.com/p/335dcdaafb2a817093e9cea9d865108e"
"2Y31040034","寶星牙體技術所","新北市","中和區","0","1","1","0222231685","","https://app.notion.com/p/335dcdaafb2a812c9a7be4b9eba612c6"
"2Y32070116","德龍牙體技術所","桃園市","龜山區","1","0","1","（03）2132213","","https://app.notion.com/p/335dcdaafb2a81f5a1a3e3233e002f52"
"2Y01170092","和昇牙體技術所","台北市","信義區","1","0","1","27228193","","https://app.notion.com/p/335dcdaafb2a81a683bff984d8c28b53"
"2Y01100385","卓蘊牙體技術所","台北市","中山區","1","0","1","0917368237","","https://app.notion.com/p/335dcdaafb2a813e97f9dbfb3e17418a"
"2Y31060287","諮園牙體技術所","新北市","新莊區","1","0","1","0927012721","","https://app.notion.com/p/335dcdaafb2a81f09f22f8fc3a5531d3"
"2Y31020194","神安牙體技術所","新北市","三重區","0","1","1","89852119","","https://app.notion.com/p/335dcdaafb2a81ceaddbf5f8dc2f3842"
"2Y32070081","昇璜牙體技術所","桃園市","龜山區","1","0","1","03-2133712","","https://app.notion.com/p/335dcdaafb2a814c9476c2b42ecde6e2"
"2Y31140244","龍藝牙體技術所","新北市","蘆洲區","0","1","1","0982692143","","https://app.notion.com/p/335dcdaafb2a814f985cfc9cbb764987"
"2Y32100119","凱弘牙體技術所","桃園市","平鎮區","0","1","1","03-4572757","","https://app.notion.com/p/335dcdaafb2a811d825ef869c69cc8b3"
"2Y34060029","皪研牙體技術所","宜蘭縣","壯圍鄉","0","1","1","0930579226","","https://app.notion.com/p/335dcdaafb2a81df8795df8ccd2b481c"
"2Y32010138","群益牙體技術所","桃園市","桃園區","0","1","1","03-3025011","","https://app.notion.com/p/335dcdaafb2a8104ab72c5ee05d3efd7"
"2Y31020149","佳良牙體技術所","新北市","三重區","0","1","1","02-2970-2345","","https://app.notion.com/p/335dcdaafb2a81adbff4ea8976510a9f"
"2Y01100358","元弘牙體技術所","台北市","中山區","0","1","1","02-24520565","","https://app.notion.com/p/335dcdaafb2a81918321fe67a496912c"
"2Y32010110","美瓷牙體技術所","桃園市","桃園區","1","0","1","3161135","","https://app.notion.com/p/335dcdaafb2a81beb7c7f879dc74db11"
"2Y31140084","豫品牙體技術所","新北市","蘆洲區","0","1","1","02-22815761","","https://app.notion.com/p/335dcdaafb2a81ae988cf31446f8534c"
"2Y12040078","精品牙體技術所","新竹市","北區","0","1","1","03-5318877","","https://app.notion.com/p/335dcdaafb2a81d6b816fcac4bd4cce2"
"2Y12040014","長昇牙體技術所","新竹市","北區","0","1","1","03-5348990","","https://app.notion.com/p/335dcdaafb2a81c9a984efa7fb386e07"
"2Y31040427","杉采牙體技術所","新北市","中和區","1","0","1","0227921057","","https://app.notion.com/p/335dcdaafb2a817486b1dc0da7a40e40"
"2Y01150027","博學牙體技術所","台北市","士林區","0","1","1","28883680","","https://app.notion.com/p/335dcdaafb2a817080feea7ba5b3fc2b"
"2Y32020063","憶順牙體技術所","桃園市","中壢區","0","1","1","4383178","","https://app.notion.com/p/335dcdaafb2a814d8ac1e3990f7b9708"
"2Y32030050","勇昕牙體技術所","桃園市","大溪區","0","1","1","03-3882499","","https://app.notion.com/p/335dcdaafb2a81908e08e40e5b8e3aa9"
"2Y31130088","萬能牙體技術所","新北市","土城區","0","1","1","0919419353","","https://app.notion.com/p/335dcdaafb2a81428400feccb89e653f"
"2Y32100253","凡平牙體技術所","桃園市","平鎮區","1","0","1","03-4689333、0905185759","","https://app.notion.com/p/335dcdaafb2a818dbd40fd84f7b4b1ce"
"2Y31150080","良品牙體技術所","新北市","五股區","0","1","1","0908773227","","https://app.notion.com/p/335dcdaafb2a81a08b9ef2a7f521eb64"
"2Y01020239","老王牙體技術所","台北市","大安區","1","0","1","27327955","","https://app.notion.com/p/335dcdaafb2a816db3e8c3d730b40034"
"2Y01180070","無模牙體技術所","台北市","中正區","1","0","1","26272130","","https://app.notion.com/p/335dcdaafb2a816c8308dcb5094b06be"
"2Y01090080","優造牙體技術所","台北市","大同區","0","1","1","02-25994055","","https://app.notion.com/p/335dcdaafb2a81fd9dccee7268c1d119"
"2Y32090010","心合牙體技術所","桃園市","龍潭區","1","0","1","0933961044","","https://app.notion.com/p/335dcdaafb2a81428087d34614b0e320"
"2Y32080247","尚橙牙體技術所","桃園市","八德區","1","0","1","0902168870","","https://app.notion.com/p/335dcdaafb2a813d8c28fd2484d608ab"
"2Y31030118","篤信牙體技術所","新北市","永和區","1","0","1","02-29298275","","https://app.notion.com/p/335dcdaafb2a815a89c7d555a5f2fdff"
"2Y01120083","雅美潔牙體技術所","台北市","南港區","1","0","1","0911500389","","https://app.notion.com/p/335dcdaafb2a81d0a23edf9fe5cfb415"
"2Y31010214","立煒牙體技術所","新北市","板橋區","0","1","1","02-8968-3138","","https://app.notion.com/p/335dcdaafb2a811ca2ebfca4e493b606"
"2Y34010154","茂恩牙體技術所","宜蘭縣","宜蘭市","0","1","1","0922396818","","https://app.notion.com/p/335dcdaafb2a811ba61ec45ddacc36b0"
