row,source_code,source_name,source_address,status,score,name_score,address_score,phone_score,notion_name,notion_address,previous_owner,notion_page_id,second_name,second_score
"58","234085","貝爾登科技有限公司","新北市中和區橋和路90號5樓","matched_update","0.960","1.000","1.000","0.000","貝爾登科技有限公司","新北市中和區橋和路90號5樓","Sam","336dcdaa-fb2a-81d7-9d56-c64baa77185b","技佳牙體技術所","0.646"
"59","235003","永光牙體技術所","桃園市龜山區楓樹路95號","matched_update","1.040","1.000","1.000","1.000","永光牙體技術所","桃園市龜山區楓樹路95號","Sam","33cdcdaa-fb2a-8124-90fc-f6176845a0f6","永光牙醫診所","0.350"
"60","235024","晶達牙體技術所","新北市中和區國光街102巷42號1F","matched_update","0.907","1.000","0.550","1.000","晶達牙體技術所","新北市中和區國光街102巷42號1樓","Sam","335dcdaa-fb2a-815a-86fb-d4a4478eba26","新達牙體技術所","0.350"
"61","235066","白金牙體技術所(楊先生)","新北市中和區大仁街20巷28號3F","matched_update","0.836","0.787","1.000","0.000","白金牙體技術所","新北市中和區大仁街20巷28號3F","Sam","336dcdaa-fb2a-8163-9f48-dca9f0d5a59c","金匠牙體技術所","0.292"
"62","235072","巧匠牙體技術所","新北市中和區中安街40巷10號11F","matched_update","0.907","1.000","0.550","1.000","巧匠牙體技術所","新北市中和區中安街40巷10號11樓","Sam","335dcdaa-fb2a-8142-a50d-ff8361542f26","金匠牙體技術所","0.350"
"63","235083","吳東峰","新北市中和區自立路58巷8號1樓","matched_update","0.960","1.000","1.000","0.000","吳東峰","新北市中和區自立路58巷8號1樓","Sam","336dcdaa-fb2a-8133-824f-c97aac576408","秀朗牙體技術所","0.400"
"64","235088","永正牙醫診所","新北市中和區明仁街14號1樓","matched_update","0.827","1.000","0.550","0.000","永正牙醫診所","新北市中和區明仁街一四.一六號一樓","Sam","335dcdaa-fb2a-815a-9a65-e272bd22a45c","正豐牙體技術所","0.350"
"65","236001","永合美精密齒工作室 (陳頡豪先生)","新北市三重區重陽路1段68號","matched_update","0.836","0.787","1.000","0.000","永合美精密齒工作室","新北市三重區重陽路1段68號","Sam","336dcdaa-fb2a-813e-90de-ca362052af5e","美兆精密齒研所","0.330"
"66","236006","國新技工所","新北市土城區學府路1段229巷7號","matched_update","1.040","1.000","1.000","1.000","國新牙體技術所","新北市土城區學府路1段229巷7號","Sam","33cdcdaa-fb2a-81da-b5ba-de801701caf9","國新德威牙醫診所","0.420"
"67","236009","六順技工所","新北市土城區青雲路457號2樓","matched_update","1.040","1.000","1.000","1.000","六順牙體技術所","新北市土城區青雲路457號2樓","Sam","33cdcdaa-fb2a-81ac-a0c8-e91c855f6691","順豐牙體技術所","0.350"
"68","236034","杏林牙醫診所","新北市土城區中央路1段298號","matched_update","1.060","1.000","1.000","1.000","杏林牙醫診所","新北市土城區中央路1段２９８號","Sam","335dcdaa-fb2a-8139-b69e-d2f2b7345677","林牙醫診所","0.420"
"69","236041","東松牙醫診所","新北市土城區裕民路237號","matched_update","0.907","1.000","0.550","1.000","東松牙醫診所","新北市土城區裕民路235、237、239號1、2樓","Sam","335dcdaa-fb2a-81af-877e-e6086a61db75","東傳牙體技術所","0.350"
"70","236046","家家牙體技術所","新北市土城區仁愛路8號5樓","matched_update","1.060","1.000","1.000","1.000","家家牙體技術所","新北市土城區仁愛路8號5樓","Sam","335dcdaa-fb2a-81f8-a11f-fa1143955868","家家牙醫診所","0.350"
"71","238024","日月辰心牙醫診所","新北市樹林區鎮前街13號","matched_update","0.953","1.000","0.920","0.000","日月辰心牙醫診所","新北市樹林區鎮前街13號一、二樓","Sam","335dcdaa-fb2a-8178-b5b7-c4e8f95de77e","日月辰心樹林牙醫診所","0.703"
"72","239002","富鴻牙體技術所(林沿洲先生)","新北市鶯歌區大湖路142巷13號","skipped_review","0.682","0.520","1.000","0.000","富鴻牙體技術所","新北市鶯歌區大湖路142巷13號","Sam","336dcdaa-fb2a-81ca-aed0-df4bb18b3fcf","富鴻牙體技術所","0.362"
"73","239003","大慶牙醫診所(嚴醫師)","新北市鶯歌區中正一路114號","matched_update","0.856","0.787","1.000","0.000","大慶牙醫診所","新北市鶯歌區中正一路１１４號","Sam","335dcdaa-fb2a-81a9-85f3-e91f2bd5c70c","立大牙體技術所","0.292"
"74","239008","誠冠牙體技術所","新北市鶯歌區中山路329巷6弄20號1樓","matched_update","1.040","1.000","1.000","1.000","誠冠牙體技術所","新北市鶯歌區中山路329巷6弄20號1樓","Sam","33cdcdaa-fb2a-8100-939a-cd776d984ad9","宏達牙體技術所","0.400"
"75","241002","碧新造齒研中心","新北市三重區溪尾街27巷40號","matched_update","0.960","1.000","1.000","0.000","碧新造齒研中心","新北市三重區溪尾街27巷40號","Sam","336dcdaa-fb2a-81c8-9c8e-d205b3372774","碧新牙體技術所","0.608"
"76","241010","立紳牙科(展芯)","新北市三重區光復路1段68巷23號2F","matched_update","0.836","0.787","1.000","0.000","立紳牙科","新北市三重區光復路1段68巷23號2F","Sam","336dcdaa-fb2a-810a-8e6f-c644098c4d55","永惠牙科器材行","0.405"
"77","241011","齒匠技工所(林世能先生)","新北市新莊區建安街87巷1號1樓","skipped_review","0.682","0.520","1.000","0.000","齒匠牙體技術所","新北市新莊區建安街87巷1號1樓","Sam","336dcdaa-fb2a-8192-9137-c17e96759da7","承心牙醫診所","0.247"
"78","241017","永明技工所","新北市三重區自強路3段87巷14號","matched_update","1.060","1.000","1.000","1.000","永明牙體技術所","新北市三重區自強路3段87巷14號","小郭","335dcdaa-fb2a-81d2-908a-f92b7bcbe906","永信牙體技術所","0.350"
"79","241042","華盛技工所","新北市三重區仁愛街435號4樓","matched_update","1.060","1.000","1.000","1.000","華盛牙體技術所","新北市三重區仁愛街435號4樓","Sam","335dcdaa-fb2a-8109-8f39-ef0f4116e9d0","日盛牙體技術所","0.537"
"80","241045","佑辰齒模","新北市三重區文化南路10巷25號4樓","matched_update","1.060","1.000","1.000","1.000","佑辰牙體技術所","新北市三重區文化南路10巷25號4樓","Sam","335dcdaa-fb2a-81d2-8716-cd9956666a14","佑辰牙醫診所","0.640"
"81","241046","精品技研所(統合)","新北市三重區聯華街109號1樓","skipped_review","0.635","0.406","1.000","0.000","精品牙體技術所","新北市三重區聯華街109號1樓","Sam","335dcdaa-fb2a-81db-8715-e99c486ad5a4","水晶寶技研所","0.308"
"82","241054","雅盛牙體技術所","台北市民權東路2段108號4樓(印象牙科樓上)","matched_update","0.960","1.000","1.000","0.000","雅盛牙體技術所","臺北市民權東路2段108號4樓(印象牙科樓上)","Sam","336dcdaa-fb2a-81eb-8625-cf6cd6f7ba90","盛霖牙體技術所","0.350"
"83","241059","首雅牙技所","台北市大安區安和路1段70號3F","matched_update","0.960","1.000","1.000","0.000","首雅牙技所","臺北市大安區安和路1段70號3F","Sam","336dcdaa-fb2a-8164-91bc-c0b6663bbf72","首席牙醫診所","0.413"
"84","241060","信新齒研技工所(吳先生)","新北市三重區正義北路28巷44號","matched_update","0.914","0.920","1.000","0.000","信新齒研牙體技術所","新北市三重區正義北路28巷44號","Sam","336dcdaa-fb2a-8174-bba0-e1d92bc7835f","福信牙醫診所","0.413"
"85","241064","品嘉技工所(羅文全先生)","新北市汐止區秀山路54號","skipped_review","0.362","0.520","0.000","0.000","品嘉牙體技術所","新北市汐止區長江街101之2號1樓","Sam","335dcdaa-fb2a-814c-b3eb-d821f79e3416","品嘉牙醫診所","0.362"
"86","241070","健翔齒研工作坊(陳先生)","新北市三重區仁政街188巷18號1樓","matched_update","0.957","0.995","1.000","0.000","健翔齒研工作坊","新北市三重區仁政街188巷18號1樓","Sam","336dcdaa-fb2a-81d3-8254-dfbb103f6cbe","聯翔齒研中心","0.289"
"87","241077","品安牙體技術所(林先生)","新北市三重區三和路3段107巷31號1樓","matched_update","0.856","0.787","1.000","0.000","品安牙體技術所","新北市三重區三和路三段107巷31號1樓","Sam","335dcdaa-fb2a-811e-bd72-da4892322589","品安牙醫診所","0.516"
"88","241079","遠傳牙醫診所","新北市三重區中正南路139號","matched_update","1.033","1.000","0.920","1.000","遠傳牙醫診所","新北市三重區中正南路139號1、2樓","Sam","335dcdaa-fb2a-8157-b607-e51d16a8d3b3","東傳牙體技術所","0.350"
"89","241080","技匠牙體技術所","新北市三重區雙園街118號","matched_update","1.033","1.000","0.920","1.000","技匠牙體技術所","新北市三重區雙園街118號1樓","Sam","335dcdaa-fb2a-8181-85ba-c49a0d2ba6a8","技匠陶瓷","0.400"
"90","241086","統合數位股份有限公司","新北市三重區重陽路1段113巷1弄37號3F","matched_update","0.960","1.000","1.000","0.000","統合數位股份有限公司","新北市三重區重陽路1段113巷1弄37號3F","Sam","336dcdaa-fb2a-8198-8cc1-e8c9d7d8c4f9","宜世數位牙體技術所","0.350"
"91","241088","雲啟牙體技術所","新北市三重區六張街126巷2弄25號1樓","skipped_review","0.770","0.500","1.000","1.000","雲起牙體技術所","新北市三重區六張街126巷2弄25號1樓","Sam","335dcdaa-fb2a-81da-bc6f-efb0aa893e5c","華雲牙體技術所","0.350"
"92","241089","原聖牙體技術所","新北市三重區忠孝街3段15巷16弄10號5樓","matched_update","0.878","1.000","0.700","0.000","原聖牙體技術所","新北市三重區忠孝路三段15巷16弄10號5樓","Sam","335dcdaa-fb2a-8129-b0c4-ef89f44401b8","聖恩牙醫診所","0.350"
"93","241090","盛景牙體技術所(鈺程)","新北市三重區自強路二段40巷2之1號1樓","skipped_review","0.760","0.620","1.000","0.000","盛景牙體技術所","新北市三重區自強路二段40巷2之1號1樓","Sam","335dcdaa-fb2a-816a-9a68-ca737ee03364","華盛牙體技術所","0.253"
"94","241092","暷溢牙體技術所(邱先生)","新北市三峽區復興路101巷1弄53號","matched_update","0.909","0.787","0.920","1.000","暷溢牙體技術所","新北市三峽區復興路101巷1弄53號1樓","Sam","335dcdaa-fb2a-8113-bae8-ff24075ee50d","邱牙醫診所","0.323"
"95","241094","晶創牙體技術所(李偉新先生)","新北市三重區仁義街241巷2號1樓","skipped_review","0.754","0.520","0.920","1.000","晶創牙體技術所","新北市三重區仁義街241巷2號","Sam","335dcdaa-fb2a-811f-ab66-c398878ead3e","偉新牙醫診所","0.362"
"96","241100","曉燁牙體技術所","新北市三重區力行路二段136巷37號1樓","matched_update","0.980","1.000","1.000","0.000","曉燁牙體技術所","新北市三重區力行路二段136巷37號1樓","Sam","335dcdaa-fb2a-816a-acba-c1ee8f46f60f","全鴻牙醫診所","0.247"
"97","241103","富甫牙體技術所","新北市三重區重陽路四段50號2樓","matched_update","1.060","1.000","1.000","1.000","富甫牙體技術所","新北市三重區重陽路四段50號2樓","Sam","335dcdaa-fb2a-81f6-9ac2-cd757ec085b2","富鴻牙體技術所","0.350"
"98","242001A","新錡技工所(曲先生)","新北市新莊區中原東路58號","matched_update","0.856","0.787","1.000","0.000","新錡牙體技術所","新北市新莊區中原東路58號","Eason","335dcdaa-fb2a-812b-85e1-cb4556f851df","旭新牙醫診所","0.292"
"99","242010","永新技工所(李建毅先生)","新北市新莊區思源路205號3F","skipped_review","0.682","0.520","1.000","0.000","永新牙體技術所","新北市新莊區思源路205號3F","Sam","336dcdaa-fb2a-8100-a0eb-e123341241b2","永新牙體技術所","0.362"
"100","242037","水晶寶技研所(翁文成先生)","新北市中和區中正路17巷18號10樓","matched_update","0.836","0.787","1.000","0.000","水晶寶技研所","新北市中和區中正路17巷18號10樓","Sam","336dcdaa-fb2a-810f-a873-f29c0204dc20","文化牙醫診所","0.352"
"101","242046","益德技工所(翁宗德先生)","新北市五股區成泰路3段68號2F","skipped_review","0.682","0.520","1.000","0.000","益德牙體技術所","新北市五股區成泰路3段68號2F","Sam","336dcdaa-fb2a-8106-9312-e2c659d69790","鑫亞牙體技術所","0.247"
"102","242058","宏明牙醫診所(許醫師)","新北市新莊區西盛街315號1樓","matched_update","0.856","0.787","1.000","0.000","宏明牙醫診所","新北市新莊區西盛街315號1樓","Sam","335dcdaa-fb2a-81eb-ad02-e58b743e945e","冠宏牙體技術所","0.292"
"103","242063","箐群牙體技術所","新北市新莊區化成路764巷17號","matched_update","1.033","1.000","0.920","1.000","箐群牙體技術所","新北市新莊區化成路764巷17號1樓","Sam","335dcdaa-fb2a-81a9-bdd9-d3b03ebc1035","冠群牙體技術所","0.350"
"104","242067","榮和牙醫診所","新北市新莊區中華路一段84號1樓","matched_update","1.033","1.000","0.920","1.000","榮和牙醫診所","新北市新莊區中華路一段84號1樓及夾層、82號1樓及夾層","Sam","335dcdaa-fb2a-817f-b881-ce40cf6cbbb6","平和牙體技術所","0.350"
"105","242072","蔡金來先生","新北市泰山區和平街9號","matched_update","0.960","1.000","1.000","0.000","蔡金來先生","新北市泰山區和平街9號","Sam","336dcdaa-fb2a-8154-b74e-f3ddf94f3901","蔡牙醫診所","0.323"
"106","243004","黃永順","新北市泰山區大科一路301巷2弄95號","matched_update","0.960","1.000","1.000","0.000","黃永順","新北市泰山區大科一路301巷2弄95號","Sam","336dcdaa-fb2a-810e-bcae-d65c8eff0ed7","黃牙醫診所","0.323"
"107","244005","森齒研牙體技術所","新北市林口區中山路532號3樓之10","skipped_review","0.720","1.000","0.000","1.000","森齒研牙體技術所","新北市蘆洲區中山一路284號7樓","Sam","335dcdaa-fb2a-81d4-948c-c71a33577471","微美齒研公司","0.371"
"108","244008","東佑牙醫診所","新北市林口區忠孝路484號","matched_update","1.033","1.000","0.920","1.000","東佑牙醫診所","新北市林口區忠孝路484號1.2.3.4樓","Sam","335dcdaa-fb2a-81b4-a90d-c015a87bc57a","東北牙醫診所","0.537"
"109","247001","逢誠技工所","新北市三重區三民路272巷13號","matched_update","1.040","1.000","1.000","1.000","逢誠牙體技術所","新北市三重區三民路272巷13號","Sam","33cdcdaa-fb2a-8101-8a2f-f0b413270ecf","天誠牙體技術所","0.350"
"110","247014","聯大牙體技術所(蘆洲)","新北市蘆洲區明義街68巷5號1樓","skipped_review","0.738","0.620","0.700","1.000","聯大牙體技術所","新北市蘆洲區民義街68巷5號1樓","Sam","335dcdaa-fb2a-81cc-9790-c317b7848ac8","聯大牙醫診所","0.420"
