code,name,city,district,tech,trainee,head,phone,address,sp,url
"2Y12010123","立多牙體技術所","新竹市","東區","0","2","2","5625311","新竹市東區高峰路335號1樓","公司","https://app.notion.com/p/335dcdaafb2a8134b0d8fc78fd627c9b"
"2Y32100262","高品辰新牙體技術所","桃園市","平鎮","1","1","2","03-4020668","桃園市平鎮區育達路133號1樓至3樓","","https://app.notion.com/p/335dcdaafb2a8103b039c04852d49947"
"2Y31140324","鑫昇牙體技術所","新北市","蘆洲區","0","2","2","0937958245","新北市蘆洲區正和街96巷54號4樓","","https://app.notion.com/p/335dcdaafb2a819b8387f791f1ee20a7"
"2Y32010601","時年牙體技術所","桃園市","桃園區","1","0","1","0908-683319","桃園市桃園區同安街479號4樓","","https://app.notion.com/p/395dcdaafb2a8161b228d0126e76edbf"
"2Y01020266","昀美牙體技術所","台北市","大安區","1","0","1","02-26887890","臺北市大安區信義路4段263號5樓之4","","https://app.notion.com/p/395dcdaafb2a81ad858be39742b02a6d"
"2Y31060410","宜世數位牙體技術所","新北市","新莊區","0","1","1","02-26762508","新北市新莊區民安路168號2樓","","https://app.notion.com/p/335dcdaafb2a81adb4a1e7a4ad10b022"
"2Y31040249","優藝牙體技術所","新北市","中和區","0","1","1","0229439990","新北市中和區保健路10巷3弄1號2樓","公司","https://app.notion.com/p/335dcdaafb2a81a9a270f3488560a8b5"
"2Y31030225","天驥牙體技術所","新北市","永和區","1","0","1","0222318182","新北市永和區中山路一段328巷2號4樓","","https://app.notion.com/p/335dcdaafb2a8191a64ac95bcd13c8f3"
"2Y32100075","兆盈牙體技術所","桃園市","平鎮","0","1","1","02-25182562","桃園市平鎮區關爺西路38巷20弄5號1樓","","https://app.notion.com/p/335dcdaafb2a814187a2e46a69012be8"
"2Y01010046","瀨上牙體技術所","台北市","松山區","1","0","1","27527987","臺北市松山區八德路二段346巷3弄17號5樓","公司","https://app.notion.com/p/335dcdaafb2a81f19cb8fb5d4e7db2f6"
"2Y32010147","保時潔牙體技術所","桃園市","桃園區","0","1","1","","桃園市桃園區德壽二街3號","","https://app.notion.com/p/335dcdaafb2a81d19467e244903d7c3e"
"2Y32030041","全佑牙體技術所","桃園市","大溪區","0","1","1","033887357","桃園市大溪區信義路454號1樓","","https://app.notion.com/p/335dcdaafb2a81eca22fca1f8ddea684"
"2Y31040221","立大牙體技術所","新北市","中和區","0","1","1","0222259308","新北市中和區民利街68巷2弄6號1樓","","https://app.notion.com/p/335dcdaafb2a816cb9b7fb52cd3f1b2f"
"2Y31060456","裕豐牙體技術所","新北市","新莊區","0","1","1","02-89530966","新北市新莊區雙鳳路90巷2弄5號1樓","公司","https://app.notion.com/p/335dcdaafb2a81a2a7e5d4f392dd145b"
"2Y01150134","富昌牙體技術所","台北市","士林區","1","0","1","0936511008","臺北市士林區士東路91巷37號5樓","","https://app.notion.com/p/335dcdaafb2a81638d4ed83a98d9ad8a"
"2Y32050034","上格牙體技術所","桃園市","蘆竹區","1","0","1","03-3234493","桃園市蘆竹區愛國一路25號3樓","","https://app.notion.com/p/335dcdaafb2a8166b5bef796d7cf2849"
"2Y31060465","優樂牙體技術所","新北市","新莊區","1","0","1","0","新北市新莊區福營路84號1樓","公司","https://app.notion.com/p/335dcdaafb2a8114932ad4183f6221ab"
"2Y32010487","微美數位牙體技術所","桃園市","桃園區","1","0","1","0970506282","桃園市桃園區春日路1301號2樓","","https://app.notion.com/p/335dcdaafb2a8118be93e9b73c48ec1a"
"2Y31020612","朋堉牙體技術所","新北市","三重區","0","1","1","0939-678127","新北市三重區元信二街36號3樓之2","","https://app.notion.com/p/335dcdaafb2a811bb00fd71b4ad7afe9"
"2Y31150044","冠宏牙體技術所","新北市","五股區","0","1","1","02-22925551","新北市五股區西雲路38號1樓","","https://app.notion.com/p/335dcdaafb2a815bbe15fa90adba0177"
"2Y31010376","上好牙體技術所","新北市","板橋區","0","1","1","02-22520041","新北市板橋區文聖街76號3樓","","https://app.notion.com/p/335dcdaafb2a819fa915da12ff7f5da9"
"2Y31010330","良威牙體技術所","新北市","板橋區","0","1","1","(02) 2257-2899","新北市板橋區幸福路37號1樓","","https://app.notion.com/p/335dcdaafb2a8149b0f1eba02cc077e4"
"2Y32010227","固本牙體技術所","桃園市","桃園區","0","1","1","03-3615624","桃園市桃園區介壽路527號","","https://app.notion.com/p/335dcdaafb2a81408633e653daf96d76"
"2Y32020090","駿騰牙體技術所","桃園市","中壢區","0","1","1","4340406","桃園市中壢區吉林路93巷22號4樓","","https://app.notion.com/p/335dcdaafb2a81ccbde6dd3529f1804c"
"2Y32040136","廣福牙體技術所","桃園市","楊梅區","1","0","1","03-2821318","桃園市楊梅區上湖里17鄰楊湖路四段583號1樓","","https://app.notion.com/p/335dcdaafb2a8107896ad9d095155e41"
"2Y31020210","時代牙體技術所","新北市","三重區","0","1","1","02-22012200","新北市三重區頂崁街210巷23弄7號5樓","","https://app.notion.com/p/335dcdaafb2a8179a70ee1bfff1c8db4"
"2Y31140271","藝鼎牙體技術所","新北市","蘆洲區","1","0","1","(02)82860308","新北市蘆洲區信義路226號1樓","","https://app.notion.com/p/335dcdaafb2a812d8a6fed56f4ae1b7f"
"2Y32050025","弘泰牙體技術所","桃園市","蘆竹區","0","1","1","03-3530705","桃園市蘆竹區奉化路135號3樓之1","","https://app.notion.com/p/335dcdaafb2a81f5a7fdc3b8b97ed6b2"
"2Y32100155","海鐸牙體技術所","桃園市","平鎮","0","1","1","03-2813900","桃園市平鎮區榮興街59號1樓","","https://app.notion.com/p/335dcdaafb2a81ecbb68d7b1d012bcd0"
"2Y31040418","奈丘牙體技術所","新北市","中和區","1","0","1","0987567234","新北市中和區中正路903號6樓之6","","https://app.notion.com/p/335dcdaafb2a8158b3e1d1ba3c684082"
"2Y32010352","明元牙體技術所","桃園市","桃園區","1","0","1","033778462","桃園市桃園區桃鶯路275巷4弄12之1號2樓","","https://app.notion.com/p/335dcdaafb2a81f0a43fdb69b1466ba5"
"2Y31010205","泓宇牙體技術所","新北市","板橋區","0","1","1","02-82595699","新北市板橋區長江路1段142之1號2樓","","https://app.notion.com/p/335dcdaafb2a814fb301f9516bef2d83"
"2Y32080050","弘安牙體技術所","桃園市","八德區","0","1","1","03-3774339","桃園市八德區介壽路2段252巷15弄64號1樓","","https://app.notion.com/p/335dcdaafb2a811fa8a6f5aecacaf64b"
"2Y31010090","耀升牙體技術所","新北市","板橋區","0","1","1","02-29693396","新北市板橋區自強新村91號1樓","","https://app.notion.com/p/335dcdaafb2a81e692ebd9cf20a73cca"
"2Y31090016","建陽牙體技術所","新北市","三峽區","0","1","1","02-26738733","新北市三峽區復興路112號1樓","","https://app.notion.com/p/335dcdaafb2a8146aae8f769d3b90c53"
"2Y01120038","偉展牙體技術所","台北市","南港區","0","1","1","27850928","臺北市南港區成福路178巷18號","","https://app.notion.com/p/335dcdaafb2a81cab852ddbc29c98b53"
"2Y32010432","湯瑪仕牙體技術所","桃園市","桃園區","1","0","1","0985490108","桃園市桃園區復興路49之1號9樓之1","","https://app.notion.com/p/335dcdaafb2a8136ac94e2570316597a"
"2Y34100037","三興牙體技術所","宜蘭縣","三星鄉","1","0","1","03-9894186","宜蘭縣三星鄉三星路四段435號1樓","","https://app.notion.com/p/335dcdaafb2a81eba4ccd3127c8e7e9a"
"2Y31060358","富鴻牙體技術所","新北市","新莊區","1","0","1","02-22040088","新北市新莊區民全街9巷6號2樓","","https://app.notion.com/p/335dcdaafb2a81e2a630cfd2f79db50a"
"2Y32100208","上承牙體技術所","桃園市","平鎮","0","1","1","03-4933735","桃園市平鎮區振興西路40號2樓","","https://app.notion.com/p/335dcdaafb2a81adb244c97b1a7e9fe6"
"2Y32060021","璞實牙體技術所","桃園市","大園區","1","0","1","03-3864308","桃園市大園區科七街20巷23號1樓","","https://app.notion.com/p/335dcdaafb2a818f92abdc9b79511532"
"2Y32080069","極太牙體技術所","桃園市","八德區","0","1","1","03-3754673","桃園市八德區文昌街97巷58號4樓","","https://app.notion.com/p/335dcdaafb2a81a69acef2d66ced2475"
"2Y31130122","兆匯牙體技術所","新北市","土城區","1","0","1","(02)22669582","新北市土城區廣福街29號1樓","公司","https://app.notion.com/p/335dcdaafb2a81a7ab51cf44d39b349c"
"2Y32100226","齒度牙體技術所","桃園市","平鎮","1","0","1","(03)4606749","桃園市平鎮區金陵路4段26巷73號1樓","","https://app.notion.com/p/335dcdaafb2a81d19991cfbd7cde839b"
"2Y31010152","鴻大牙體技術所","新北市","板橋區","0","1","1","02-2968-2302","新北市板橋區民權路202巷17弄4號1樓","","https://app.notion.com/p/335dcdaafb2a8182a8d6d13b24d86e56"
"2Y31060223","尚宇牙體技術所","新北市","新莊區","0","1","1","29072770","新北市新莊區天祥街88號","","https://app.notion.com/p/335dcdaafb2a81519a8ccd4c05518025"
"2Y01180105","域上牙體技術所","台北市","中正區","1","0","1","0911945606","臺北市中正區羅斯福路2段56號7樓之4","","https://app.notion.com/p/335dcdaafb2a81699546defb6b7ee915"
"2Y32010414","雲樂牙體技術所","桃園市","桃園區","1","0","1","（03）3311223","桃園市桃園區鎮二街118之4號5樓","","https://app.notion.com/p/335dcdaafb2a8166af23fb7cf5ac3733"
"2Y32020125","謝禎龍牙體技術所","桃園市","中壢區","0","1","1","","桃園市中壢區華勛街163巷39號5樓","","https://app.notion.com/p/335dcdaafb2a818391b6e2abec51aabb"
"2Y31040114","儒佳牙體技術所","新北市","中和區","1","0","1","0229400238","新北市中和區秀峰街127巷14號1樓","","https://app.notion.com/p/335dcdaafb2a81a2a745e858febeeb80"
"2Y31010223","超然牙體技術所","新北市","板橋區","0","1","1","02-22590455","新北市板橋區文化路1段104巷1弄5-3號(4樓)","公司","https://app.notion.com/p/335dcdaafb2a8151a7a2f86372b28cda"
"2Y32100182","竑益牙體技術所","桃園市","平鎮","1","0","1","03-4580896","桃園市平鎮區振中街90巷34號1樓","","https://app.notion.com/p/335dcdaafb2a81fdb396c94ec97b5652"
"2Y12040096","南光創意牙體技術所","新竹市","北區","0","1","1","035366069","新竹市北區東大路四段214號1樓","","https://app.notion.com/p/335dcdaafb2a81d1a72ec7a5ef3dfb83"
"2Y31010278","宏大牙體技術所","新北市","板橋區","0","1","1","02-2960-8800","新北市板橋區中正路216巷142號2樓","","https://app.notion.com/p/335dcdaafb2a815b938cf63a0620593d"
"2Y01010162","自有光數位牙體技術所","台北市","松山區","1","0","1","0916567153","臺北市松山區撫遠街350之1號(1樓)","","https://app.notion.com/p/335dcdaafb2a81e7805ae06245ec2caf"
"2Y32100173","彩奕牙體技術所","桃園市","平鎮","0","1","1","03-2810072","桃園市平鎮區平安路6巷1號1樓","","https://app.notion.com/p/335dcdaafb2a812589aced3c88af66a3"
"2Y01020168","拇山數位牙體技術所","台北市","大安區","1","0","1","02-27380700","臺北市大安區基隆路2段172之3號","","https://app.notion.com/p/335dcdaafb2a81ed91a4d1d8f8731e54"
"2Y31040123","北翔牙體技術所","新北市","中和區","0","1","1","0222400601","新北市中和區連勝街109號1樓","公司","https://app.notion.com/p/335dcdaafb2a811aae87f67b56d189ad"
"2Y32010236","惠民牙體技術所","桃園市","桃園區","1","0","1","03-3692449","桃園市桃園區上海路42號1樓","","https://app.notion.com/p/335dcdaafb2a8152a8a6f4591df27f41"
"2Y34060010","耀明牙體技術所","宜蘭縣","壯圍鄉","1","0","1","0932359527","宜蘭縣壯圍鄉美城村大福路3段270巷45號","","https://app.notion.com/p/335dcdaafb2a81e091f8db32f5eb5dd2"
"2Y31130097","名玉牙體技術所","新北市","土城區","1","0","1","02-22648285","新北市土城區仁愛路17巷2號5樓","","https://app.notion.com/p/335dcdaafb2a8188a4a2eefd078bff19"
"2Y32080238","富育牙體技術所","桃園市","八德區","1","0","1","03-3667990、0925060192","桃園市八德區東勇街400巷4弄14號2樓","","https://app.notion.com/p/335dcdaafb2a816d8b61d967acc0bcdf"
"2Y32020161","宗亦牙體技術所","桃園市","中壢區","0","1","1","4382767","桃園市中壢區仁德五街18號2樓","","https://app.notion.com/p/335dcdaafb2a8124b51ee628c648cf72"
"2Y31140155","士林牙體技術所","新北市","蘆洲區","0","1","1","(02)22812600","新北市蘆洲區信義路156巷2弄5號5樓","","https://app.notion.com/p/335dcdaafb2a81fe8c72f8914c6bb517"
"2Y31020434","馥群數位牙體技術所","新北市","三重區","0","1","1","02-2981-8021","新北市三重區新北大道一段169號3樓","","https://app.notion.com/p/335dcdaafb2a812597e4d4d26921353c"
"2Y12040032","博旺牙體技術所","新竹市","北區","1","0","1","03-5332179","新竹市北區南寮里東大路三段403巷17弄27號1樓","","https://app.notion.com/p/335dcdaafb2a81c0b9afdfa3a03848a0"
"2Y01090188","良德牙體技術所","台北市","大同區","0","1","1","02-25556707","臺北市大同區延平北路2段43巷15之1號1樓","","https://app.notion.com/p/335dcdaafb2a811bbac4ef1ce4f5cfa5"
"2Y31010250","銳齊牙體技術所","新北市","板橋區","0","1","1","02-2954-6834","新北市板橋區三民路2段正隆巷20號1樓","","https://app.notion.com/p/335dcdaafb2a816693c5df3e600e9111"
"2Y12050010","美學苑牙體技術所","新竹市","香山區","0","1","1","03-5398919","新竹市香山區牛埔里中華路四段270巷25弄23號4樓","","https://app.notion.com/p/335dcdaafb2a8112b75ffae9c27f1319"
"2Y32020170","信美牙體技術所","桃園市","中壢區","0","1","1","03-3752575","桃園市中壢區後寮一路101號4樓","","https://app.notion.com/p/335dcdaafb2a818485bcf98979c804e9"
"2Y31010554","日新牙體技術所","新北市","板橋區","0","1","1","02-26872572","新北市板橋區篤行路二段161巷4號10樓","公司","https://app.notion.com/p/335dcdaafb2a8172aa9df88ca249068a"
"2Y31020514","金匠牙體技術所","新北市","三重區","0","1","1","02-89855257","新北市三重區大智街179巷34號3樓","","https://app.notion.com/p/335dcdaafb2a8128bd66f9cec39cedaf"
"2Y34010136","微美牙體技術所","宜蘭縣","宜蘭市","1","0","1","0980728947","宜蘭縣宜蘭市城隍街65巷1-1號2樓","","https://app.notion.com/p/335dcdaafb2a81b6b8afde83d71fa3a9"
"2Y32010334","浩新牙體技術所","桃園市","桃園區","0","1","1","3613549","桃園市桃園區泰山街47巷24號1樓","","https://app.notion.com/p/335dcdaafb2a81e8bbebce13750fe4d4"
"2Y32020278","利鑫牙體技術所","桃園市","中壢區","1","0","1","0922780725","桃園市中壢區長樂街57巷2號1樓","","https://app.notion.com/p/335dcdaafb2a8101a6fec6a678278f4e"
