code,name,city,district,tech,trainee,head,phone,stage,url
"2Y31040310","新美牙體技術所","新北市","中和區","3","1","4","0282280900","","https://app.notion.com/p/335dcdaafb2a811088d0fe0efd2760e5"
"2Y31040150","恆藝牙體技術所","新北市","中和區","1","3","4","02-29400818","","https://app.notion.com/p/335dcdaafb2a81dcb8edf422d5b0c330"
"2Y31030029","信全牙體技術所","新北市","永和區","1","3","4","02-29251387","","https://app.notion.com/p/335dcdaafb2a816fa123ced3c754d2e0"
"2Y31010581","唯臻牙體技術所","新北市","板橋區","3","0","3","02-29643181","","https://app.notion.com/p/335dcdaafb2a817a8254f253ee039eb0"
"2Y31060161","可騰牙體技術所","新北市","新莊區","1","2","3","89931260","","https://app.notion.com/p/335dcdaafb2a8193b633d445a655d730"
"2Y31010518","佳正牙體技術所","新北市","板橋區","2","1","3","(02) 2954-5252","","https://app.notion.com/p/335dcdaafb2a816ea6bed68a25db101b"
"2Y32010085","文旺牙體技術所","桃園市","桃園區","2","1","3","03-3258030","","https://app.notion.com/p/335dcdaafb2a81a5aaf6dddbf441dfd4"
"2Y01170038","力儀牙體技術所","台北市","信義區","2","1","3","27235196","","https://app.notion.com/p/335dcdaafb2a81859cc7d863ccb5d94f"
"2Y31010036","美加牙體技術所","新北市","板橋區","3","0","3","02-2956-6092","","https://app.notion.com/p/335dcdaafb2a8118b675c91ac27240fa"
"2Y31020489","詠信牙體技術所","新北市","三重區","2","1","3","02-27790460","","https://app.notion.com/p/335dcdaafb2a81a9879ae32f3c90d113"
"2Y31130131","綠毛蟲牙體技術所","新北市","土城區","1","2","3","(02)2260-6101","","https://app.notion.com/p/335dcdaafb2a81d88ad3f1267ea9bc5e"
"2Y01100321","九大牙體技術所","台北市","中山區","2","1","3","2521-2825","","https://app.notion.com/p/335dcdaafb2a8132a0e9cc8f338c0a3d"
"2Y31040105","建合牙體技術所","新北市","中和區","1","2","3","02-22403216","","https://app.notion.com/p/335dcdaafb2a814da23dd725fcad7a26"
"2Y32010441","新境牙體技術所","桃園市","桃園區","3","0","3","0983546061","","https://app.notion.com/p/335dcdaafb2a8108af09e8510ca76a5d"
"2Y31060027","惠安牙體技術所","新北市","新莊區","2","1","3","22014582","","https://app.notion.com/p/335dcdaafb2a813ab987daa3ab692228"
"2Y31040409","中二牙體技術所","新北市","中和區","3","0","3","0222462435","","https://app.notion.com/p/335dcdaafb2a8139b062d85df82ddcfc"
"2Y01100303","迪歐數位牙體技術所","台北市","中山區","3","0","3","02-87523319.02-27811010","","https://app.notion.com/p/335dcdaafb2a815985a5e0f04f6596cc"
"2Y01020113","明浩牙體技術所","台北市","大安區","3","0","3","02-27384789","","https://app.notion.com/p/335dcdaafb2a81a4ab16e9159d303e5f"
"2Y33050074","豪成牙體技術所","新竹縣","竹北市","3","0","3","03-5979861","","https://app.notion.com/p/335dcdaafb2a814fa044f8c00f9555db"
"2Y31010367","加曜牙體技術所","新北市","板橋區","2","1","3","02-2951-5646","","https://app.notion.com/p/335dcdaafb2a81df8deecfc7c8af9329"
"2Y31040329","弘邑齒牙牙體技術所","新北市","中和區","1","2","3","0930000758","","https://app.notion.com/p/335dcdaafb2a817faa80c86e50568c36"
"2Y32010021","康瓷美牙體技術所","桃園市","桃園區","3","0","3","03-3563139","","https://app.notion.com/p/335dcdaafb2a81c9aedbcaeb20e0e441"
"2Y01090062","上和牙體技術所","台北市","大同區","3","0","3","25997784","","https://app.notion.com/p/335dcdaafb2a81b6970bed5aea38a9f6"
"2Y31060401","美創牙體技術所","新北市","新莊區","2","1","3","2902-1901","","https://app.notion.com/p/335dcdaafb2a8175aa9eced7ae4877a5"
"2Y01090197","丞啓牙體技術所","台北市","大同區","2","1","3","0928013177","","https://app.notion.com/p/335dcdaafb2a8113b5afc6aecfea3c1f"
"2Y31060143","捷登牙體技術所","新北市","新莊區","0","3","3","29041482 / 02-29041482 / 0932-348930","","https://app.notion.com/p/335dcdaafb2a81e1a734d058e05c8644"
"2Y12040112","上捷卓成牙體技術所","新竹市","北區","2","1","3","0955473882","","https://app.notion.com/p/335dcdaafb2a8174a1f5f162e376b8c2"
"2Y34010092","合田牙體技術所","宜蘭縣","宜蘭市","0","3","3","03-9303506","","https://app.notion.com/p/335dcdaafb2a811aae85d92b8aa6b351"
"2Y01160023","雅光牙體技術所","台北市","北投區","1","2","3","28924436","","https://app.notion.com/p/335dcdaafb2a812aa620fe4d3c5e4625"
"2Y32020269","格瑞特牙體技術所","桃園市","中壢區","3","0","3","03-4367671","","https://app.notion.com/p/335dcdaafb2a81b98fc3e5469589cce3"
"2Y32010272","奕崴牙體技術所","桃園市","桃園區","2","1","3","03-3165355","","https://app.notion.com/p/335dcdaafb2a81188b5cd9ec1512d682"
"2Y32040029","承峰牙體技術所","桃園市","楊梅區","2","1","3","03-4882959","","https://app.notion.com/p/335dcdaafb2a815db9b3f789af94c2de"
"2Y31020041","龍記牙體技術所","新北市","三重區","1","2","3","2981-0358","","https://app.notion.com/p/335dcdaafb2a81c9af86e679b93f2de7"
